Loop 	Time(sec) 	Checksum
 s423	    14.287	2.736748
 s424	    14.975	822.364014
 s431	    37.358	1674287.625000
 s441	     7.748	196500.265625
 s451	     3.435	32007.896484
 s452	    17.756	32511.939453
 s453	    14.122	21.901442
 s471	     5.597	64004.925781
 s481	     6.202	196500.265625
 s491	     5.513	32001.640625
s4112	     4.581	1127128.875000
s4113	     5.200	32001.640625
s4114	     8.896	32000.000000
s4115	     6.365	1.038636
s4116	     5.109	0.753265
s4117	     5.337	32002.205078
s4121	     7.423	196500.265625
   va	    21.740	1.644725
  vag	     6.170	1.644725
  vas	     6.135	1.644725
  vif	     3.731	1.644725
  vpv	    33.762	1642244.625000
  vtv	    33.754	32000.000000
vpvtv	    18.576	689788.562500
vpvts	     3.553	175234766340096.000000
vpvpv	    18.540	1.644725
vtvtv	    18.540	32000.000000
vsumr	    63.420	10.950721
vdotr	    63.526	1.644725
 vbor	     3.041	31924.046875
