Loop 	Time(sec) 	Checksum
 s317	   123.878	0.000000
 s319	    26.096	43.803417
s3110	     2.078	514.000000
s13110	     2.088	514.000000
s3111	     3.178	10.950721
s3112	     6.379	1.644725
s3113	     7.867	2.000000
 s321	     9.180	32000.000000
 s322	     5.998	32000.000000
 s323	     6.376	146472.437500
 s331	     1.622	32000.000000
 s341	     4.101	10.950721
 s342	     4.608	10.950721
 s343	     0.759	1567.932129
 s351	    56.241	25606707200.000000
s1351	    39.611	32008.869141
 s352	    37.629	1.644725
 s353	     7.897	3200838400.000000
 s421	    15.628	32009.023438
s1421	    14.238	16000.000000
 s422	    28.489	257.660736
