Loop 	Time(sec) 	Checksum
 s423	    14.254	2.736748
 s424	    14.962	822.364014
 s431	    37.307	1674287.625000
 s441	     7.969	196500.265625
 s451	     3.455	32007.896484
 s452	    17.744	32511.939453
 s453	    14.101	21.901442
 s471	     5.822	64004.925781
 s481	     6.186	196500.265625
 s491	     5.522	32001.640625
s4112	     4.685	1127128.875000
s4113	     5.292	32001.640625
s4114	     9.572	32000.000000
s4115	     6.352	1.038636
s4116	     5.103	0.753265
s4117	     5.311	32002.205078
s4121	     7.366	196500.265625
   va	    21.626	1.644725
  vag	     6.252	1.644725
  vas	     6.161	1.644725
  vif	     3.728	1.644725
  vpv	    33.744	1642244.625000
  vtv	    33.753	32000.000000
vpvtv	    18.599	689788.562500
vpvts	     3.554	175234766340096.000000
vpvpv	    18.563	1.644725
vtvtv	    18.527	32000.000000
vsumr	    63.434	10.950721
vdotr	    63.513	1.644725
 vbor	     3.046	31924.046875
