Loop 	Time(sec) 	Checksum
 s000	     5.034	512066944.000000
 s111	     4.295	32000.410156
s1111	    14.769	16005.822266
 s112	    10.807	84644.898438
s1112	     8.127	32001.640625
 s113	    10.134	32000.640625
s1113	     5.014	32001.640625
 s114	     6.051	919.869873
 s115	    28.173	31745.953125
s1115	     8.464	0.065485
 s116	    66.026	32000.000000
 s118	     5.992	84488.515625
 s119	     9.279	86343.289062
s1119	     9.122	119107.445312
 s121	    11.463	32009.023438
 s122	     6.356	196490.187500
 s123	     5.907	32003.283203
 s124	     6.535	32001.640625
 s125	     5.569	131072.000000
 s126	     1.162	66949.914062
 s127	     9.581	32003.283203
 s128	     9.128	80000.000000
 s131	    18.651	32009.023438
 s132	    16.790	65538.562500
 s141	     6.576	32454472.000000
 s151	    30.473	32009.023438
 s152	    11.514	152207.562500
 s162	     4.957	32009.023438
 s171	     4.758	196500.265625
 s172	     6.502	196500.265625
