Loop 	Time(sec) 	Checksum
 s423	    14.303	2.736748
 s424	    14.954	822.364014
 s431	    37.256	1674287.625000
 s441	     8.715	196500.265625
 s451	     3.471	32007.896484
 s452	    17.783	32511.939453
 s453	    14.115	21.901442
 s471	     6.216	64004.925781
 s481	     6.227	196500.265625
 s491	     5.585	32001.640625
s4112	     4.631	1127128.875000
s4113	     5.189	32001.640625
s4114	    10.108	32000.000000
s4115	     6.362	1.038636
s4116	     5.124	0.753265
s4117	     5.328	32002.205078
s4121	     7.371	196500.265625
   va	    21.502	1.644725
  vag	     6.179	1.644725
  vas	     6.136	1.644725
  vif	     3.725	1.644725
  vpv	    33.712	1642244.625000
  vtv	    33.778	32000.000000
vpvtv	    18.629	689788.562500
vpvts	     3.550	175234766340096.000000
vpvpv	    18.625	1.644725
vtvtv	    18.540	32000.000000
vsumr	    63.477	10.950721
vdotr	    63.538	1.644725
 vbor	     3.050	31924.046875
