Loop 	Time(sec) 	Checksum
 s317	   124.177	0.000000
 s319	    25.756	43.803417
s3110	     1.981	514.000000
s13110	     1.980	514.000000
s3111	     3.174	10.950721
s3112	     6.444	1.644725
s3113	     8.227	2.000000
 s321	     9.169	32000.000000
 s322	     5.990	32000.000000
 s323	     6.376	146472.437500
 s331	     1.721	32000.000000
 s341	     4.181	10.950721
 s342	     4.572	10.950721
 s343	     0.767	1567.932129
 s351	    48.412	25606707200.000000
s1351	    40.231	32008.869141
 s352	    30.909	1.644725
 s353	     7.253	3200838400.000000
 s421	    15.755	32009.023438
s1421	    14.362	16000.000000
 s422	    28.815	257.660736
