Loop 	Time(sec) 	Checksum
 s173	    18.663	32001.626953
 s174	    18.635	32001.626953
 s175	     6.370	32009.023438
 s176	     4.938	32063.902344
 s211	    10.676	63983.308594
 s212	     9.211	132018.859375
s1213	     8.166	132016.171875
 s221	     5.541	1543684096.000000
s1221	     3.386	630439296.000000
 s222	     7.625	32000.000000
 s231	     8.656	119107.445312
 s232	     3.732	65536.000000
s1232	     5.417	33956.261719
 s233	    18.892	504920.187500
s2233	    13.983	337652.718750
 s235	    18.752	160024.046875
 s241	    22.276	64000.000000
 s242	     3.519	1535966208.000000
 s243	    16.984	810659.437500
 s244	    15.255	70110.828125
s1244	    13.852	108527.601562
s2244	     7.777	70110.859375
 s251	    21.158	32004.367188
s1251	    35.390	400005.843750
s2251	     9.274	2.635389
s3251	    11.928	12.595580
 s252	     4.720	63999.000000
 s253	    11.203	3200845824.000000
 s254	    15.634	32000.000000
 s255	     4.598	31953.501953
