Loop 	Time(sec) 	Checksum
 s256	     1.187	130176.000000
 s257	     1.220	163072.000000
 s258	     0.096	14.652780
 s261	     9.666	261013.984375
 s271	    26.567	689788.562500
 s272	     1.790	64000.000000
 s273	    12.515	99055.859375
 s274	    12.518	3201031680.000000
 s275	     1.354	65536.000000
s2275	    13.511	65536.000000
 s276	    24.341	689788.562500
s1279	     1.616	689810.437500
s2710	     7.615	96003.281250
s2711	    28.749	689788.562500
s2712	    30.156	289747.562500
 s281	     6.917	32000.000000
s1281	    40.231	inf
 s291	     8.176	32000.000000
 s292	     5.505	31953.501953
 s293	     5.080	32000.000000
s2101	     0.822	1704092.000000
s2102	     6.645	256.000000
s2111	    18.252	34544940.000000
 s311	    63.504	10.950721
s31111	     9.336	10.950721
 s312	    63.492	1.030518
 s313	    31.789	1.644725
 s314	     8.109	1.000000
 s315	     1.874	54857.000000
 s316	    14.358	0.000031
