Loop 	Time(sec) 	Checksum
 s317	   124.551	0.000000
 s319	    25.681	43.803417
s3110	     2.113	514.000000
s13110	     2.111	514.000000
s3111	     3.174	10.950721
s3112	     6.601	1.644725
s3113	     9.577	2.000000
 s321	     9.169	32000.000000
 s322	     6.001	32000.000000
 s323	     6.382	146472.437500
 s331	     2.169	32000.000000
 s341	     4.487	10.950721
 s342	     4.556	10.950721
 s343	     0.958	1567.932129
 s351	    43.555	25606707200.000000
s1351	    43.198	32008.869141
 s352	    30.575	1.644725
 s353	     6.437	3200838400.000000
 s421	    16.354	32009.023438
s1421	    15.058	16000.000000
 s422	    30.452	257.660736
