Loop 	Time(sec) 	Checksum
 s256	     1.175	130176.000000
 s257	     1.248	163072.000000
 s258	     0.085	14.652780
 s261	     8.641	261013.984375
 s271	    24.728	689788.562500
 s272	     1.827	64000.000000
 s273	    11.756	99055.859375
 s274	    11.341	3201031680.000000
 s275	     1.485	65536.000000
s2275	    14.753	65536.000000
 s276	    20.932	689788.562500
s1279	     1.660	689810.437500
s2710	     6.582	96003.281250
s2711	    26.834	689788.562500
s2712	    28.198	289747.562500
 s281	     6.596	32000.000000
s1281	    36.592	inf
 s291	     8.295	32000.000000
 s292	     5.520	31953.501953
 s293	     5.265	32000.000000
s2101	     0.780	1704092.000000
s2102	     6.113	256.000000
s2111	    18.220	34544940.000000
 s311	    63.467	10.950721
s31111	     9.169	10.950721
 s312	    63.467	1.030518
 s313	    31.769	1.644725
 s314	     8.287	1.000000
 s315	     1.908	54857.000000
 s316	    14.575	0.000031
