Loop 	Time(sec) 	Checksum
 s000	     5.022	512066944.000000
 s111	     4.282	32000.410156
s1111	    15.143	16005.822266
 s112	    10.750	84644.898438
s1112	     8.079	32001.640625
 s113	    10.063	32000.640625
s1113	     5.003	32001.640625
 s114	     6.102	919.869873
 s115	    29.071	31745.953125
s1115	     8.392	0.065485
 s116	    67.772	32000.000000
 s118	     6.327	84488.515625
 s119	     9.288	86343.289062
s1119	     9.190	119107.445312
 s121	    11.409	32009.023438
 s122	     6.351	196490.187500
 s123	     6.328	32003.283203
 s124	     6.656	32001.640625
 s125	     5.581	131072.000000
 s126	     1.113	66949.914062
 s127	    10.339	32003.283203
 s128	     9.415	80000.000000
 s131	    18.602	32009.023438
 s132	    16.765	65538.562500
 s141	     6.399	32454472.000000
 s151	    30.459	32009.023438
 s152	    11.544	152207.562500
 s162	     4.972	32009.023438
 s171	     4.534	196500.265625
 s172	     6.522	196500.265625
