Loop 	Time(sec) 	Checksum
 s317	   124.158	0.000000
 s319	    25.754	43.803417
s3110	     1.978	514.000000
s13110	     1.975	514.000000
s3111	     3.166	10.950721
s3112	     6.435	1.644725
s3113	     8.222	2.000000
 s321	     9.169	32000.000000
 s322	     5.995	32000.000000
 s323	     6.383	146472.437500
 s331	     1.723	32000.000000
 s341	     4.189	10.950721
 s342	     4.580	10.950721
 s343	     0.957	1567.932129
 s351	    48.412	25606707200.000000
s1351	    40.276	32008.869141
 s352	    30.917	1.644725
 s353	     7.251	3200838400.000000
 s421	    15.792	32009.023438
s1421	    14.349	16000.000000
 s422	    28.843	257.660736
