papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_6_4.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 2812
Session id                    : 26828
Parent process id             : 2811
Num. of threads               : 1
Start                         : Thu Nov 14 10:16:44 2019
Finish                        : Thu Nov 14 10:24:31 2019
8056             [PROCESS] Memory resident max KB
244              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
460              [PROCESS] Memory stack (at exit) KB
4348             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
467445563        [PROCESS] Wallclock usecs
467445038        Real usecs
1492096080378    Real cycles
467442803        Virtual usecs
2150236893800    Virtual cycles
6689659881643    PAPI_TOT_INS
2453620275647    PAPI_LST_INS
87913464333      PAPI_BR_INS
2028436397384    PAPI_LD_INS
425183878263     PAPI_SR_INS
2117214476309    PAPI_TOT_CYC
362632639870     PAPI_RES_STL
46152960747      PAPI_L1_DCM
4497890          PAPI_L1_ICM
1669167          PAPI_TLB_DM
898258           PAPI_TLB_IM
71745935982      PAPI_L2_DCM
3945590          PAPI_L2_ICM
642457226        PAPI_STL_ICY
1114026084688    PAPI_FUL_ICY
72517873367      PAPI_BR_CN
24984966         PAPI_BR_MSP
6970114964       PAPI_L2_DCA
4497890          PAPI_L2_ICA

1                [LABEL] s423
1                [s423] Measurements
46588709975      [s423] Real cycles
261729227271     [s423] PAPI_TOT_INS
97977618203      [s423] PAPI_LST_INS
2134078290       [s423] PAPI_BR_INS
83061152152      [s423] PAPI_LD_INS
14916466051      [s423] PAPI_SR_INS
66178663615      [s423] PAPI_TOT_CYC
161470744        [s423] PAPI_RES_STL
1604761546       [s423] PAPI_L1_DCM
189164           [s423] PAPI_L1_ICM
269510           [s423] PAPI_TLB_DM
356              [s423] PAPI_TLB_IM
1869497172       [s423] PAPI_L2_DCM
174800           [s423] PAPI_L2_ICM
34642628         [s423] PAPI_STL_ICY
47253158250      [s423] PAPI_FUL_ICY
2134012474       [s423] PAPI_BR_CN
1096756          [s423] PAPI_BR_MSP
28308983         [s423] PAPI_L2_DCA
189164           [s423] PAPI_L2_ICA

2                [LABEL] s424
1                [s424] Measurements
48320016753      [s424] Real cycles
273559786525     [s424] PAPI_TOT_INS
97899193114      [s424] PAPI_LST_INS
2135753636       [s424] PAPI_BR_INS
82979501654      [s424] PAPI_LD_INS
14919691460      [s424] PAPI_SR_INS
68718001020      [s424] PAPI_TOT_CYC
112465047        [s424] PAPI_RES_STL
1599128660       [s424] PAPI_L1_DCM
139426           [s424] PAPI_L1_ICM
50122            [s424] PAPI_TLB_DM
0                [s424] PAPI_TLB_IM
1876857886       [s424] PAPI_L2_DCM
128283           [s424] PAPI_L2_ICM
22009372         [s424] PAPI_STL_ICY
44906872904      [s424] PAPI_FUL_ICY
2131102196       [s424] PAPI_BR_CN
498792           [s424] PAPI_BR_MSP
800479016        [s424] PAPI_L2_DCA
139426           [s424] PAPI_L2_ICA

3                [LABEL] s431
1                [s431] Measurements
120464296468     [s431] Real cycles
682019214060     [s431] PAPI_TOT_INS
245567514147     [s431] PAPI_LST_INS
5346835065       [s431] PAPI_BR_INS
208183517377     [s431] PAPI_LD_INS
37383996770      [s431] PAPI_SR_INS
170762427434     [s431] PAPI_TOT_CYC
221596948        [s431] PAPI_RES_STL
3997112309       [s431] PAPI_L1_DCM
342481           [s431] PAPI_L1_ICM
-664             [s431] PAPI_TLB_DM
124647           [s431] PAPI_TLB_IM
5317616342       [s431] PAPI_L2_DCM
272082           [s431] PAPI_L2_ICM
38329864         [s431] PAPI_STL_ICY
117272474315     [s431] PAPI_FUL_ICY
5339865488       [s431] PAPI_BR_CN
1173421          [s431] PAPI_BR_MSP
57954873         [s431] PAPI_L2_DCA
342481           [s431] PAPI_L2_ICA

4                [LABEL] s441
1                [s441] Measurements
24603186168      [s441] Real cycles
140021788900     [s441] PAPI_TOT_INS
37362182678      [s441] PAPI_LST_INS
10141051639      [s441] PAPI_BR_INS
33791817458      [s441] PAPI_LD_INS
3570365220       [s441] PAPI_SR_INS
35098287556      [s441] PAPI_TOT_CYC
31445449         [s441] PAPI_RES_STL
665787567        [s441] PAPI_L1_DCM
103074           [s441] PAPI_L1_ICM
18082            [s441] PAPI_TLB_DM
264              [s441] PAPI_TLB_IM
1321581730       [s441] PAPI_L2_DCM
98304            [s441] PAPI_L2_ICM
12143807         [s441] PAPI_STL_ICY
23158140752      [s441] PAPI_FUL_ICY
7994356485       [s441] PAPI_BR_CN
1209421          [s441] PAPI_BR_MSP
9527783          [s441] PAPI_L2_DCA
103074           [s441] PAPI_L2_ICA

5                [LABEL] s451
1                [s451] Measurements
10494071773      [s451] Real cycles
40922203929      [s451] PAPI_TOT_INS
21221176542      [s451] PAPI_LST_INS
7716940958       [s451] PAPI_BR_INS
17306950844      [s451] PAPI_LD_INS
3914225698       [s451] PAPI_SR_INS
14787131853      [s451] PAPI_TOT_CYC
2234290145       [s451] PAPI_RES_STL
120805674        [s451] PAPI_L1_DCM
38484            [s451] PAPI_L1_ICM
-677             [s451] PAPI_TLB_DM
44235            [s451] PAPI_TLB_IM
235706880        [s451] PAPI_L2_DCM
41059            [s451] PAPI_L2_ICM
5648919          [s451] PAPI_STL_ICY
7699977976       [s451] PAPI_FUL_ICY
3911566024       [s451] PAPI_BR_CN
1226612          [s451] PAPI_BR_MSP
51099887         [s451] PAPI_L2_DCA
38484            [s451] PAPI_L2_ICA

6                [LABEL] s452
1                [s452] Measurements
57158203337      [s452] Real cycles
307579334567     [s452] PAPI_TOT_INS
96929021913      [s452] PAPI_LST_INS
2130599169       [s452] PAPI_BR_INS
82015140905      [s452] PAPI_LD_INS
14913881008      [s452] PAPI_SR_INS
81040392026      [s452] PAPI_TOT_CYC
105608690        [s452] PAPI_RES_STL
2410885736       [s452] PAPI_L1_DCM
103355           [s452] PAPI_L1_ICM
4590             [s452] PAPI_TLB_DM
16028            [s452] PAPI_TLB_IM
4671932486       [s452] PAPI_L2_DCM
99707            [s452] PAPI_L2_ICM
24196870         [s452] PAPI_STL_ICY
55630492050      [s452] PAPI_FUL_ICY
2139096290       [s452] PAPI_BR_CN
825189           [s452] PAPI_BR_MSP
896221146        [s452] PAPI_L2_DCA
103355           [s452] PAPI_L2_ICA

7                [LABEL] s453
1                [s453] Measurements
45051964541      [s453] Real cycles
116158803160     [s453] PAPI_TOT_INS
56839634794      [s453] PAPI_LST_INS
1144874383       [s453] PAPI_BR_INS
42774554517      [s453] PAPI_LD_INS
14065080277      [s453] PAPI_SR_INS
63915862877      [s453] PAPI_TOT_CYC
29612846809      [s453] PAPI_RES_STL
778831937        [s453] PAPI_L1_DCM
97161            [s453] PAPI_L1_ICM
57698            [s453] PAPI_TLB_DM
86157            [s453] PAPI_TLB_IM
1051690222       [s453] PAPI_L2_DCM
94188            [s453] PAPI_L2_ICM
13703081         [s453] PAPI_STL_ICY
18073760772      [s453] PAPI_FUL_ICY
1067537221       [s453] PAPI_BR_CN
481864           [s453] PAPI_BR_MSP
400606877        [s453] PAPI_L2_DCA
97161            [s453] PAPI_L2_ICA

8                [LABEL] s471
1                [s471] Measurements
17117306803      [s471] Real cycles
