Loop 	Time(sec) 	Checksum
 s256	     1.142	130176.000000
 s257	     1.172	163072.000000
 s258	     0.097	14.652780
 s261	     9.760	261013.984375
 s271	    27.475	689788.562500
 s272	     1.791	64000.000000
 s273	    12.520	99055.859375
 s274	    12.448	3201031680.000000
 s275	     1.257	65536.000000
s2275	    12.567	65536.000000
 s276	    24.161	689788.562500
s1279	     1.615	689810.437500
s2710	     7.619	96003.281250
s2711	    30.253	689788.562500
s2712	    31.959	289747.562500
 s281	     7.071	32000.000000
s1281	    41.194	inf
 s291	     8.223	32000.000000
 s292	     5.496	31953.501953
 s293	     5.114	32000.000000
s2101	     0.839	1704092.000000
s2102	     6.157	256.000000
s2111	    18.224	34544940.000000
 s311	    63.446	10.950721
s31111	     9.206	10.950721
 s312	    63.407	1.030518
 s313	    31.751	1.644725
 s314	     8.068	1.000000
 s315	     1.871	54857.000000
 s316	    14.350	0.000031
