Loop 	Time(sec) 	Checksum
 s256	     1.196	130176.000000
 s257	     1.269	163072.000000
 s258	     0.092	14.652780
 s261	     8.659	261013.984375
 s271	    24.734	689788.562500
 s272	     1.810	64000.000000
 s273	    11.797	99055.859375
 s274	    11.525	3201031680.000000
 s275	     1.509	65536.000000
s2275	    15.103	65536.000000
 s276	    20.955	689788.562500
s1279	     1.646	689810.437500
s2710	     7.294	96003.281250
s2711	    26.829	689788.562500
s2712	    28.238	289747.562500
 s281	     6.593	32000.000000
s1281	    36.534	inf
 s291	     8.187	32000.000000
 s292	     5.506	31953.501953
 s293	     5.162	32000.000000
s2101	     0.828	1704092.000000
s2102	     6.174	256.000000
s2111	    18.214	34544940.000000
 s311	    63.452	10.950721
s31111	     9.153	10.950721
 s312	    63.438	1.030518
 s313	    31.758	1.644725
 s314	     8.173	1.000000
 s315	     1.889	54857.000000
 s316	    14.444	0.000031
