papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_27_2.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 8666
Session id                    : 26828
Parent process id             : 8665
Num. of threads               : 1
Start                         : Fri Nov 15 00:38:50 2019
Finish                        : Fri Nov 15 00:46:30 2019
7816             [PROCESS] Memory resident max KB
740              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
460              [PROCESS] Memory stack (at exit) KB
4244             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
459828740        [PROCESS] Wallclock usecs
459828216        Real usecs
1467782827878    Real cycles
459826631        Virtual usecs
2115202498000    Virtual cycles
5298060869152    PAPI_TOT_INS
1859937944108    PAPI_LST_INS
148432486953     PAPI_BR_INS
1557050597805    PAPI_LD_INS
302887346303     PAPI_SR_INS
2085549630067    PAPI_TOT_CYC
554401813559     PAPI_RES_STL
42097061616      PAPI_L1_DCM
9162661          PAPI_L1_ICM
193200           PAPI_TLB_DM
608783           PAPI_TLB_IM
68239149881      PAPI_L2_DCM
7702015          PAPI_L2_ICM
2051886384       PAPI_STL_ICY
898673245012     PAPI_FUL_ICY
132361341642     PAPI_BR_CN
33592171         PAPI_BR_MSP
20074654672      PAPI_L2_DCA
9162661          PAPI_L2_ICA

1                [LABEL] s256
1                [s256] Measurements
3537217019       [s256] Real cycles
12297945283      [s256] PAPI_TOT_INS
3920976827       [s256] PAPI_LST_INS
27624483         [s256] PAPI_BR_INS
3384081233       [s256] PAPI_LD_INS
536895594        [s256] PAPI_SR_INS
4987614006       [s256] PAPI_TOT_CYC
1446253314       [s256] PAPI_RES_STL
522092072        [s256] PAPI_L1_DCM
26555            [s256] PAPI_L1_ICM
9                [s256] PAPI_TLB_DM
0                [s256] PAPI_TLB_IM
1617955504       [s256] PAPI_L2_DCM
29993            [s256] PAPI_L2_ICM
4750833          [s256] PAPI_STL_ICY
2180485363       [s256] PAPI_FUL_ICY
24001198         [s256] PAPI_BR_CN
148539           [s256] PAPI_BR_MSP
520304835        [s256] PAPI_L2_DCA
26555            [s256] PAPI_L2_ICA

2                [LABEL] s257
1                [s257] Measurements
3763619549       [s257] Real cycles
12221559805      [s257] PAPI_TOT_INS
3912013717       [s257] PAPI_LST_INS
27269257         [s257] PAPI_BR_INS
3373793349       [s257] PAPI_LD_INS
538220368        [s257] PAPI_SR_INS
5362653320       [s257] PAPI_TOT_CYC
1827164104       [s257] PAPI_RES_STL
512075657        [s257] PAPI_L1_DCM
32811            [s257] PAPI_L1_ICM
0                [s257] PAPI_TLB_DM
9                [s257] PAPI_TLB_IM
1577984086       [s257] PAPI_L2_DCM
35166            [s257] PAPI_L2_ICM
3594290          [s257] PAPI_STL_ICY
2204033795       [s257] PAPI_FUL_ICY
24792015         [s257] PAPI_BR_CN
137522           [s257] PAPI_BR_MSP
503683853        [s257] PAPI_L2_DCA
32811            [s257] PAPI_L2_ICA

3                [LABEL] s258
1                [s258] Measurements
309920777        [s258] Real cycles
1456622341       [s258] PAPI_TOT_INS
477717720        [s258] PAPI_LST_INS
29026403         [s258] PAPI_BR_INS
402617860        [s258] PAPI_LD_INS
75099860         [s258] PAPI_SR_INS
424422260        [s258] PAPI_TOT_CYC
-58262754        [s258] PAPI_RES_STL
-23896588        [s258] PAPI_L1_DCM
5408             [s258] PAPI_L1_ICM
0                [s258] PAPI_TLB_DM
19               [s258] PAPI_TLB_IM
26856745         [s258] PAPI_L2_DCM
564              [s258] PAPI_L2_ICM
154529           [s258] PAPI_STL_ICY
234834473        [s258] PAPI_FUL_ICY
22808367         [s258] PAPI_BR_CN
2500             [s258] PAPI_BR_MSP
8607457          [s258] PAPI_L2_DCA
5408             [s258] PAPI_L2_ICA

4                [LABEL] s261
1                [s261] Measurements
31205146691      [s261] Real cycles
153746096241     [s261] PAPI_TOT_INS
57960359532      [s261] PAPI_LST_INS
119987837        [s261] PAPI_BR_INS
45072635680      [s261] PAPI_LD_INS
12887723852      [s261] PAPI_SR_INS
44287413539      [s261] PAPI_TOT_CYC
202721624        [s261] PAPI_RES_STL
818443837        [s261] PAPI_L1_DCM
242864           [s261] PAPI_L1_ICM
0                [s261] PAPI_TLB_DM
76               [s261] PAPI_TLB_IM
1588618199       [s261] PAPI_L2_DCM
242678           [s261] PAPI_L2_ICM
5986419          [s261] PAPI_STL_ICY
25078631027      [s261] PAPI_FUL_ICY
118719054        [s261] PAPI_BR_CN
213267           [s261] PAPI_BR_MSP
294606470        [s261] PAPI_L2_DCA
242864           [s261] PAPI_L2_ICA

5                [LABEL] s271
1                [s271] Measurements
87929684554      [s271] Real cycles
447992944888     [s271] PAPI_TOT_INS
129934861641     [s271] PAPI_LST_INS
13249029289      [s271] PAPI_BR_INS
116685736241     [s271] PAPI_LD_INS
13249125400      [s271] PAPI_SR_INS
124860470430     [s271] PAPI_TOT_CYC
48556508         [s271] PAPI_RES_STL
2399400268       [s271] PAPI_L1_DCM
644726           [s271] PAPI_L1_ICM
33               [s271] PAPI_TLB_DM
245005           [s271] PAPI_TLB_IM
4067181571       [s271] PAPI_L2_DCM
642338           [s271] PAPI_L2_ICM
33788754         [s271] PAPI_STL_ICY
78717185920      [s271] PAPI_FUL_ICY
13256791668      [s271] PAPI_BR_CN
1194264          [s271] PAPI_BR_MSP
83731993         [s271] PAPI_L2_DCA
644726           [s271] PAPI_L2_ICA

6                [LABEL] s272
1                [s272] Measurements
5716061585       [s272] Real cycles
31365000834      [s272] PAPI_TOT_INS
9728266346       [s272] PAPI_LST_INS
3293114096       [s272] PAPI_BR_INS
9607033759       [s272] PAPI_LD_INS
121232587        [s272] PAPI_SR_INS
8002208255       [s272] PAPI_TOT_CYC
9024369          [s272] PAPI_RES_STL
204774141        [s272] PAPI_L1_DCM
21979            [s272] PAPI_L1_ICM
1340             [s272] PAPI_TLB_DM
1149             [s272] PAPI_TLB_IM
50422086         [s272] PAPI_L2_DCM
6137             [s272] PAPI_L2_ICM
1027154          [s272] PAPI_STL_ICY
6527094048       [s272] PAPI_FUL_ICY
3382628273       [s272] PAPI_BR_CN
210301           [s272] PAPI_BR_MSP
2878154          [s272] PAPI_L2_DCA
21979            [s272] PAPI_L2_ICA

7                [LABEL] s273
1                [s273] Measurements
39980572968      [s273] Real cycles
195864605140     [s273] PAPI_TOT_INS
58435695564      [s273] PAPI_LST_INS
3359501908       [s273] PAPI_BR_INS
51859069301      [s273] PAPI_LD_INS
6576626263       [s273] PAPI_SR_INS
56776778307      [s273] PAPI_TOT_CYC
269424860        [s273] PAPI_RES_STL
792330131        [s273] PAPI_L1_DCM
447537           [s273] PAPI_L1_ICM
1490             [s273] PAPI_TLB_DM
-476             [s273] PAPI_TLB_IM
1626050577       [s273] PAPI_L2_DCM
451681           [s273] PAPI_L2_ICM
162814324        [s273] PAPI_STL_ICY
35444761215      [s273] PAPI_FUL_ICY
3278343755       [s273] PAPI_BR_CN
271420           [s273] PAPI_BR_MSP
280091673        [s273] PAPI_L2_DCA
447537           [s273] PAPI_L2_ICA

8                [LABEL] s274
1                [s274] Measurements
39722719043      [s274] Real cycles
175583694083     [s274] PAPI_TOT_INS
51729880533      [s274] PAPI_LST_INS
6459779103       [s274] PAPI_BR_INS
45199124054      [s274] PAPI_LD_INS
6530756479       [s274] PAPI_SR_INS
56527912383      [s274] PAPI_TOT_CYC
174011889        [s274] PAPI_RES_STL
1000928333       [s274] PAPI_L1_DCM
427970           [s274] PAPI_L1_ICM
10               [s274] PAPI_TLB_DM
13030            [s274] PAPI_TLB_IM
2127539098       [s274] PAPI_L2_DCM
429079           [s274] PAPI_L2_ICM
475727383        [s274] PAPI_STL_ICY
31748582415      [s274] PAPI_FUL_ICY
3349436978       [s274] PAPI_BR_CN
166459           [s274] PAPI_BR_MSP
315602350        [s274] PAPI_L2_DCA
427970           [s274] PAPI_L2_ICA

9                [LABEL] s275
1                [s275] Measurements
4008057094       [s275] Real cycles
8366246178       [s275] PAPI_TOT_INS
2402519050       [s275] PAPI_LST_INS
27426259         [s275] PAPI_BR_INS
2221666568       [s275] PAPI_LD_INS
180852482        [s275] PAPI_SR_INS
5679027388       [s275] PAPI_TOT_CYC
2609745546       [s275] PAPI_RES_STL
803477763        [s275] PAPI_L1_DCM
26798            [s275] PAPI_L1_ICM
533              [s275] PAPI_TLB_DM
808              [s275] PAPI_TLB_IM
2461207228       [s275] PAPI_L2_DCM
28544            [s275] PAPI_L2_ICM
1208941          [s275] PAPI_STL_ICY
2003400537       [s275] PAPI_FUL_ICY
25700920         [s275] PAPI_BR_CN
7153             [s275] PAPI_BR_MSP
781636435        [s275] PAPI_L2_DCA
26798            [s275] PAPI_L2_ICA

10               [LABEL] s2275
1                [s2275] Measurements
40085775884      [s2275] Real cycles
110577250031     [s2275] PAPI_TOT_INS
32458381274      [s2275] PAPI_LST_INS
269250218        [s2275] PAPI_BR_INS
29621853260      [s2275] PAPI_LD_INS
2836528014       [s2275] PAPI_SR_INS
57031628302      [s2275] PAPI_TOT_CYC
26732221214      [s2275] PAPI_RES_STL
7746805062       [s2275] PAPI_L1_DCM
211150           [s2275] PAPI_L1_ICM
8123             [s2275] PAPI_TLB_DM
8037             [s2275] PAPI_TLB_IM
24074494730      [s2275] PAPI_L2_DCM
205024           [s2275] PAPI_L2_ICM
16494936         [s2275] PAPI_STL_ICY
20346141830      [s2275] PAPI_FUL_ICY
249229441        [s2275] PAPI_BR_CN
71046            [s2275] PAPI_BR_MSP
7666155008       [s2275] PAPI_L2_DCA
211150           [s2275] PAPI_L2_ICA

