Loop 	Time(sec) 	Checksum
 s000	     5.063	512066944.000000
 s111	     4.310	32000.410156
s1111	    13.327	16005.822266
 s112	    10.887	84644.898438
s1112	     8.233	32001.640625
 s113	    10.269	32000.640625
s1113	     5.069	32001.640625
 s114	     5.638	919.869873
 s115	    28.430	31745.953125
s1115	     8.640	0.065485
 s116	    64.234	32000.000000
 s118	     6.153	84488.515625
 s119	     9.181	86343.289062
s1119	     9.145	119107.445312
 s121	    11.538	32009.023438
 s122	     6.376	196490.187500
 s123	     5.562	32003.283203
 s124	     6.559	32001.640625
 s125	     5.589	131072.000000
 s126	     1.115	66949.914062
 s127	     9.634	32003.283203
 s128	     8.957	80000.000000
 s131	    18.740	32009.023438
 s132	    16.669	65538.562500
 s141	     6.172	32454472.000000
 s151	    30.585	32009.023438
 s152	    11.557	152207.562500
 s162	     4.966	32009.023438
 s171	     4.766	196500.265625
 s172	     6.511	196500.265625
