Loop 	Time(sec) 	Checksum
 s173	    18.733	32001.626953
 s174	    18.704	32001.626953
 s175	     6.392	32009.023438
 s176	     4.956	32063.902344
 s211	    10.117	63983.308594
 s212	     7.956	132018.859375
s1213	     7.370	132016.171875
 s221	     4.854	1543684096.000000
s1221	     3.402	630439296.000000
 s222	     7.227	32000.000000
 s231	     8.539	119107.445312
 s232	     3.727	65536.000000
s1232	     5.363	33956.261719
 s233	    18.830	504920.187500
s2233	    13.523	337652.718750
 s235	    18.551	160024.046875
 s241	    19.673	64000.000000
 s242	     3.525	1535966208.000000
 s243	    16.851	810659.437500
 s244	    14.614	70110.828125
s1244	    13.426	108527.601562
s2244	     6.714	70110.859375
 s251	    20.971	32004.367188
s1251	    32.500	400005.843750
s2251	     8.337	2.635389
s3251	    11.299	12.595580
 s252	     4.777	63999.000000
 s253	    10.723	3200845824.000000
 s254	    15.673	32000.000000
 s255	     4.656	31953.501953
