Loop 	Time(sec) 	Checksum
 s256	     1.166	130176.000000
 s257	     1.165	163072.000000
 s258	     0.093	14.652780
 s261	     8.681	261013.984375
 s271	    24.762	689788.562500
 s272	     1.810	64000.000000
 s273	    11.789	99055.859375
 s274	    11.535	3201031680.000000
 s275	     1.262	65536.000000
s2275	    12.557	65536.000000
 s276	    21.005	689788.562500
s1279	     1.645	689810.437500
s2710	     7.298	96003.281250
s2711	    26.883	689788.562500
s2712	    28.283	289747.562500
 s281	     6.598	32000.000000
s1281	    36.613	inf
 s291	     8.207	32000.000000
 s292	     5.518	31953.501953
 s293	     5.217	32000.000000
s2101	     0.805	1704092.000000
s2102	     6.091	256.000000
s2111	    18.222	34544940.000000
 s311	    63.442	10.950721
s31111	     9.206	10.950721
 s312	    63.372	1.030518
 s313	    31.743	1.644725
 s314	     8.176	1.000000
 s315	     1.893	54857.000000
 s316	    14.442	0.000031
