Loop 	Time(sec) 	Checksum
 s256	     1.195	130176.000000
 s257	     1.276	163072.000000
 s258	     0.096	14.652780
 s261	     9.308	261013.984375
 s271	    27.182	689788.562500
 s272	     1.784	64000.000000
 s273	    12.732	99055.859375
 s274	    12.481	3201031680.000000
 s275	     1.506	65536.000000
s2275	    15.144	65536.000000
 s276	    25.011	689788.562500
s1279	     1.616	689810.437500
s2710	     7.617	96003.281250
s2711	    30.162	689788.562500
s2712	    32.825	289747.562500
 s281	     7.306	32000.000000
s1281	    40.347	inf
 s291	     8.160	32000.000000
 s292	     5.493	31953.501953
 s293	     5.077	32000.000000
s2101	     0.874	1704092.000000
s2102	     6.099	256.000000
s2111	    18.223	34544940.000000
 s311	    63.452	10.950721
s31111	     9.348	10.950721
 s312	    63.441	1.030518
 s313	    31.767	1.644725
 s314	     8.081	1.000000
 s315	     1.870	54857.000000
 s316	    14.327	0.000031
