Loop 	Time(sec) 	Checksum
 s317	   124.196	0.000000
 s319	    25.773	43.803417
s3110	     1.943	514.000000
s13110	     1.949	514.000000
s3111	     3.175	10.950721
s3112	     6.403	1.644725
s3113	     7.948	2.000000
 s321	     9.171	32000.000000
 s322	     5.996	32000.000000
 s323	     6.382	146472.437500
 s331	     1.645	32000.000000
 s341	     4.103	10.950721
 s342	     4.584	10.950721
 s343	     0.935	1567.932129
 s351	    54.525	25606707200.000000
s1351	    39.514	32008.869141
 s352	    36.674	1.644725
 s353	     7.477	3200838400.000000
 s421	    15.682	32009.023438
s1421	    14.222	16000.000000
 s422	    28.552	257.660736
