Loop 	Time(sec) 	Checksum
 s000	     5.066	512066944.000000
 s111	     4.308	32000.410156
s1111	    14.303	16005.822266
 s112	    10.842	84644.898438
s1112	     8.187	32001.640625
 s113	    10.201	32000.640625
s1113	     5.041	32001.640625
 s114	     6.145	919.869873
 s115	    28.484	31745.953125
s1115	     7.606	0.065485
 s116	    64.904	32000.000000
 s118	     5.988	84488.515625
 s119	     9.194	86343.289062
s1119	     9.229	119107.445312
 s121	    11.549	32009.023438
 s122	     6.364	196490.187500
 s123	     5.558	32003.283203
 s124	     6.549	32001.640625
 s125	     5.591	131072.000000
 s126	     1.117	66949.914062
 s127	     9.603	32003.283203
 s128	     8.975	80000.000000
 s131	    18.703	32009.023438
 s132	    16.684	65538.562500
 s141	     6.350	32454472.000000
 s151	    30.494	32009.023438
 s152	    11.576	152207.562500
 s162	     4.962	32009.023438
 s171	     4.910	196500.265625
 s172	     6.505	196500.265625
