Loop 	Time(sec) 	Checksum
 s000	     5.220	512066944.000000
 s111	     4.413	32000.410156
s1111	    15.756	16005.822266
 s112	    11.154	84644.898438
s1112	     8.399	32001.640625
 s113	    10.443	32000.640625
s1113	     5.197	32001.640625
 s114	     6.014	919.869873
 s115	    30.252	31745.953125
s1115	     8.271	0.065485
 s116	    69.208	32000.000000
 s118	     6.308	84488.515625
 s119	     9.538	86343.289062
s1119	     9.468	119107.445312
 s121	    11.819	32009.023438
 s122	     6.585	196490.187500
 s123	     6.485	32003.283203
 s124	     6.766	32001.640625
 s125	     5.748	131072.000000
 s126	     1.111	66949.914062
 s127	    10.666	32003.283203
 s128	     9.641	80000.000000
 s131	    19.282	32009.023438
 s132	    17.264	65538.562500
 s141	     6.339	32454472.000000
 s151	    31.611	32009.023438
 s152	    11.936	152207.562500
 s162	     5.126	32009.023438
 s171	     4.759	196500.265625
 s172	     6.712	196500.265625
