Loop 	Time(sec) 	Checksum
 s000	     5.145	512066944.000000
 s111	     4.353	32000.410156
s1111	    13.291	16005.822266
 s112	    11.017	84644.898438
s1112	     8.370	32001.640625
 s113	    10.423	32000.640625
s1113	     5.122	32001.640625
 s114	     5.896	919.869873
 s115	    28.590	31745.953125
s1115	     8.562	0.065485
 s116	    53.295	32000.000000
 s118	     5.816	84488.515625
 s119	     9.377	86343.289062
s1119	     9.208	119107.445312
 s121	    11.666	32009.023438
 s122	     6.365	196490.187500
 s123	     5.561	32003.283203
 s124	     6.582	32001.640625
 s125	     5.620	131072.000000
 s126	     1.176	66949.914062
 s127	     9.628	32003.283203
 s128	     8.892	80000.000000
 s131	    18.865	32009.023438
 s132	    16.815	65538.562500
 s141	     6.462	32454472.000000
 s151	    30.516	32009.023438
 s152	    11.630	152207.562500
 s162	     5.017	32009.023438
 s171	     4.845	196500.265625
 s172	     6.522	196500.265625
