Loop 	Time(sec) 	Checksum
 s256	     1.172	130176.000000
 s257	     1.219	163072.000000
 s258	     0.096	14.652780
 s261	     9.692	261013.984375
 s271	    26.762	689788.562500
 s272	     1.792	64000.000000
 s273	    12.538	99055.859375
 s274	    12.532	3201031680.000000
 s275	     1.353	65536.000000
s2275	    13.480	65536.000000
 s276	    24.424	689788.562500
s1279	     1.620	689810.437500
s2710	     7.608	96003.281250
s2711	    28.520	689788.562500
s2712	    30.137	289747.562500
 s281	     6.918	32000.000000
s1281	    40.199	inf
 s291	     8.177	32000.000000
 s292	     5.503	31953.501953
 s293	     5.100	32000.000000
s2101	     0.822	1704092.000000
s2102	     6.896	256.000000
s2111	    18.232	34544940.000000
 s311	    63.437	10.950721
s31111	     9.216	10.950721
 s312	    63.425	1.030518
 s313	    31.745	1.644725
 s314	     8.089	1.000000
 s315	     1.871	54857.000000
 s316	    14.332	0.000031
