Loop 	Time(sec) 	Checksum
 s256	     1.157	130176.000000
 s257	     1.224	163072.000000
 s258	     0.095	14.652780
 s261	     9.344	261013.984375
 s271	    24.755	689788.562500
 s272	     1.802	64000.000000
 s273	    12.176	99055.859375
 s274	    12.195	3201031680.000000
 s275	     1.341	65536.000000
s2275	    13.383	65536.000000
 s276	    23.630	689788.562500
s1279	     1.623	689810.437500
s2710	     7.435	96003.281250
s2711	    26.935	689788.562500
s2712	    28.269	289747.562500
 s281	     6.592	32000.000000
s1281	    40.945	inf
 s291	     8.183	32000.000000
 s292	     5.514	31953.501953
 s293	     5.140	32000.000000
s2101	     0.798	1704092.000000
s2102	     6.133	256.000000
s2111	    18.217	34544940.000000
 s311	    63.447	10.950721
s31111	     9.318	10.950721
 s312	    63.421	1.030518
 s313	    31.766	1.644725
 s314	     8.107	1.000000
 s315	     1.876	54857.000000
 s316	    14.370	0.000031
