Loop 	Time(sec) 	Checksum
 s000	     6.128	512066944.000000
 s111	     4.783	32000.410156
s1111	    13.014	16005.822266
 s112	    12.504	84644.898438
s1112	     9.865	32001.640625
 s113	    13.586	32000.640625
s1113	     6.019	32001.640625
 s114	     6.043	919.869873
 s115	    29.542	31745.953125
s1115	     8.815	0.065485
 s116	    52.207	32000.000000
 s118	     6.390	84488.515625
 s119	     9.869	86343.289062
s1119	     9.488	119107.445312
 s121	    12.588	32009.023438
 s122	     6.368	196490.187500
 s123	     5.489	32003.283203
 s124	     6.643	32001.640625
 s125	     5.741	131072.000000
 s126	     1.194	66949.914062
 s127	     9.786	32003.283203
 s128	     8.778	80000.000000
 s131	    19.697	32009.023438
 s132	    17.926	65538.562500
 s141	     6.914	32454472.000000
 s151	    30.545	32009.023438
 s152	    11.993	152207.562500
 s162	     5.125	32009.023438
 s171	     6.222	196500.265625
 s172	     6.495	196500.265625
