Loop 	Time(sec) 	Checksum
 s317	   124.055	0.000000
 s319	    25.741	43.803417
s3110	     1.985	514.000000
s13110	     1.994	514.000000
s3111	     3.175	10.950721
s3112	     6.435	1.644725
s3113	     8.117	2.000000
 s321	     9.172	32000.000000
 s322	     5.997	32000.000000
 s323	     6.389	146472.437500
 s331	     1.736	32000.000000
 s341	     4.173	10.950721
 s342	     4.576	10.950721
 s343	     0.765	1567.932129
 s351	    49.727	25606707200.000000
s1351	    39.982	32008.869141
 s352	    30.938	1.644725
 s353	     7.409	3200838400.000000
 s421	    15.771	32009.023438
s1421	    14.343	16000.000000
 s422	    28.798	257.660736
