papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_18_4.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 4680
Session id                    : 26828
Parent process id             : 4679
Num. of threads               : 1
Start                         : Thu Nov 14 13:42:30 2019
Finish                        : Thu Nov 14 13:50:14 2019
8068             [PROCESS] Memory resident max KB
528              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
456              [PROCESS] Memory stack (at exit) KB
4376             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
464854530        [PROCESS] Wallclock usecs
464854035        Real usecs
1483825254398    Real cycles
464841413        Virtual usecs
2138270490600    Virtual cycles
6605994798697    PAPI_TOT_INS
2307119515313    PAPI_LST_INS
51789828529      PAPI_BR_INS
1919172098174    PAPI_LD_INS
387947417139     PAPI_SR_INS
2105832914820    PAPI_TOT_CYC
376937517097     PAPI_RES_STL
46174925859      PAPI_L1_DCM
4906250          PAPI_L1_ICM
154641           PAPI_TLB_DM
151277           PAPI_TLB_IM
61810714386      PAPI_L2_DCM
4502962          PAPI_L2_ICM
474915839        PAPI_STL_ICY
1097822451812    PAPI_FUL_ICY
36126818177      PAPI_BR_CN
27056546         PAPI_BR_MSP
9036866986       PAPI_L2_DCA
4906250          PAPI_L2_ICA

1                [LABEL] s423
1                [s423] Measurements
45637562530      [s423] Real cycles
258030185901     [s423] PAPI_TOT_INS
92320363697      [s423] PAPI_LST_INS
719994130        [s423] PAPI_BR_INS
78807594712      [s423] PAPI_LD_INS
13512768985      [s423] PAPI_SR_INS
64818637552      [s423] PAPI_TOT_CYC
116250068        [s423] PAPI_RES_STL
1604626703       [s423] PAPI_L1_DCM
148295           [s423] PAPI_L1_ICM
0                [s423] PAPI_TLB_DM
0                [s423] PAPI_TLB_IM
1430771217       [s423] PAPI_L2_DCM
147145           [s423] PAPI_L2_ICM
13380327         [s423] PAPI_STL_ICY
44884444785      [s423] PAPI_FUL_ICY
716635673        [s423] PAPI_BR_CN
790689           [s423] PAPI_BR_MSP
28655757         [s423] PAPI_L2_DCA
148295           [s423] PAPI_L2_ICA

2                [LABEL] s424
1                [s424] Measurements
47718205151      [s424] Real cycles
269634480303     [s424] PAPI_TOT_INS
92398563820      [s424] PAPI_LST_INS
719246278        [s424] PAPI_BR_INS
78889656551      [s424] PAPI_LD_INS
13508907269      [s424] PAPI_SR_INS
67614425348      [s424] PAPI_TOT_CYC
97933126         [s424] PAPI_RES_STL
1600610203       [s424] PAPI_L1_DCM
117837           [s424] PAPI_L1_ICM
0                [s424] PAPI_TLB_DM
0                [s424] PAPI_TLB_IM
1428232831       [s424] PAPI_L2_DCM
112474           [s424] PAPI_L2_ICM
25266921         [s424] PAPI_STL_ICY
46225144302      [s424] PAPI_FUL_ICY
717842496        [s424] PAPI_BR_CN
1075001          [s424] PAPI_BR_MSP
798983825        [s424] PAPI_L2_DCA
117837           [s424] PAPI_L2_ICA

3                [LABEL] s431
1                [s431] Measurements
119382322437     [s431] Real cycles
675959978437     [s431] PAPI_TOT_INS
231283533480     [s431] PAPI_LST_INS
1797938331       [s431] PAPI_BR_INS
197467335631     [s431] PAPI_LD_INS
33816197849      [s431] PAPI_SR_INS
170077067383     [s431] PAPI_TOT_CYC
176701602        [s431] PAPI_RES_STL
3996530531       [s431] PAPI_L1_DCM
379820           [s431] PAPI_L1_ICM
14               [s431] PAPI_TLB_DM
0                [s431] PAPI_TLB_IM
4162349467       [s431] PAPI_L2_DCM
362269           [s431] PAPI_L2_ICM
34446026         [s431] PAPI_STL_ICY
112117533025     [s431] PAPI_FUL_ICY
1787765083       [s431] PAPI_BR_CN
1973415          [s431] PAPI_BR_MSP
59568102         [s431] PAPI_L2_DCA
379820           [s431] PAPI_L2_ICA

4                [LABEL] s441
1                [s441] Measurements
24719873778      [s441] Real cycles
139214925779     [s441] PAPI_TOT_INS
36880156470      [s441] PAPI_LST_INS
9777071406       [s441] PAPI_BR_INS
33505312166      [s441] PAPI_LD_INS
3374844304       [s441] PAPI_SR_INS
34308931497      [s441] PAPI_TOT_CYC
30251652         [s441] PAPI_RES_STL
667363816        [s441] PAPI_L1_DCM
202308           [s441] PAPI_L1_ICM
3626             [s441] PAPI_TLB_DM
0                [s441] PAPI_TLB_IM
1293869013       [s441] PAPI_L2_DCM
201506           [s441] PAPI_L2_ICM
23805266         [s441] PAPI_STL_ICY
22870170575      [s441] PAPI_FUL_ICY
7628661854       [s441] PAPI_BR_CN
1635155          [s441] PAPI_BR_MSP
16255592         [s441] PAPI_L2_DCA
202308           [s441] PAPI_L2_ICA

5                [LABEL] s451
1                [s451] Measurements
11008428122      [s451] Real cycles
41340472692      [s451] PAPI_TOT_INS
18985448756      [s451] PAPI_LST_INS
7768196549       [s451] PAPI_BR_INS
15235156811      [s451] PAPI_LD_INS
3750291945       [s451] PAPI_SR_INS
15798693571      [s451] PAPI_TOT_CYC
2581044964       [s451] PAPI_RES_STL
120025830        [s451] PAPI_L1_DCM
46678            [s451] PAPI_L1_ICM
17               [s451] PAPI_TLB_DM
21446            [s451] PAPI_TLB_IM
222115872        [s451] PAPI_L2_DCM
42151            [s451] PAPI_L2_ICM
11188451         [s451] PAPI_STL_ICY
8345586379       [s451] PAPI_FUL_ICY
3875392289       [s451] PAPI_BR_CN
73425            [s451] PAPI_BR_MSP
102184005        [s451] PAPI_L2_DCA
46678            [s451] PAPI_L2_ICA

6                [LABEL] s452
1                [s452] Measurements
56689641830      [s452] Real cycles
308390962419     [s452] PAPI_TOT_INS
93560819843      [s452] PAPI_LST_INS
771987470        [s452] PAPI_BR_INS
79890028383      [s452] PAPI_LD_INS
13670791460      [s452] PAPI_SR_INS
80251715573      [s452] PAPI_TOT_CYC
97967757         [s452] PAPI_RES_STL
2397394285       [s452] PAPI_L1_DCM
221297           [s452] PAPI_L1_ICM
44               [s452] PAPI_TLB_DM
2244             [s452] PAPI_TLB_IM
4058719095       [s452] PAPI_L2_DCM
218682           [s452] PAPI_L2_ICM
17045757         [s452] PAPI_STL_ICY
52195232670      [s452] PAPI_FUL_ICY
686143360        [s452] PAPI_BR_CN
1013247          [s452] PAPI_BR_MSP
948486455        [s452] PAPI_L2_DCA
221297           [s452] PAPI_L2_ICA

7                [LABEL] s453
1                [s453] Measurements
45070834686      [s453] Real cycles
109676926758     [s453] PAPI_TOT_INS
52597803455      [s453] PAPI_LST_INS
302189998        [s453] PAPI_BR_INS
39435831668      [s453] PAPI_LD_INS
13161971787      [s453] PAPI_SR_INS
63938184654      [s453] PAPI_TOT_CYC
29951512008      [s453] PAPI_RES_STL
801023146        [s453] PAPI_L1_DCM
226723           [s453] PAPI_L1_ICM
47               [s453] PAPI_TLB_DM
0                [s453] PAPI_TLB_IM
847868728        [s453] PAPI_L2_DCM
227752           [s453] PAPI_L2_ICM
12183994         [s453] PAPI_STL_ICY
19478630369      [s453] PAPI_FUL_ICY
390162128        [s453] PAPI_BR_CN
570276           [s453] PAPI_BR_MSP
403433027        [s453] PAPI_L2_DCA
226723           [s453] PAPI_L2_ICA

8                [LABEL] s471
1                [s471] Measurements
17356383583      [s471] Real cycles
