Loop 	Time(sec) 	Checksum
 s317	   124.139	0.000000
 s319	    25.753	43.803417
s3110	     2.008	514.000000
s13110	     1.999	514.000000
s3111	     3.174	10.950721
s3112	     6.455	1.644725
s3113	     8.439	2.000000
 s321	     9.174	32000.000000
 s322	     5.996	32000.000000
 s323	     6.375	146472.437500
 s331	     1.759	32000.000000
 s341	     4.219	10.950721
 s342	     4.587	10.950721
 s343	     0.763	1567.932129
 s351	    50.637	25606707200.000000
s1351	    40.646	32008.869141
 s352	    30.877	1.644725
 s353	     7.108	3200838400.000000
 s421	    15.835	32009.023438
s1421	    14.485	16000.000000
 s422	    28.990	257.660736
