Loop 	Time(sec) 	Checksum
 s317	   124.049	0.000000
 s319	    25.769	43.803417
s3110	     1.977	514.000000
s13110	     1.976	514.000000
s3111	     3.174	10.950721
s3112	     6.389	1.644725
s3113	     7.908	2.000000
 s321	     9.168	32000.000000
 s322	     5.993	32000.000000
 s323	     6.375	146472.437500
 s331	     1.643	32000.000000
 s341	     4.105	10.950721
 s342	     4.592	10.950721
 s343	     0.765	1567.932129
 s351	    54.029	25606707200.000000
s1351	    39.394	32008.869141
 s352	    37.035	1.644725
 s353	     7.687	3200838400.000000
 s421	    15.648	32009.023438
s1421	    14.218	16000.000000
 s422	    28.500	257.660736
