Loop 	Time(sec) 	Checksum
 s173	    18.672	32001.626953
 s174	    18.679	32001.626953
 s175	     6.388	32009.023438
 s176	     4.951	32063.902344
 s211	    10.819	63983.308594
 s212	     8.882	132018.859375
s1213	     7.454	132016.171875
 s221	     5.443	1543684096.000000
s1221	     3.388	630439296.000000
 s222	     7.379	32000.000000
 s231	     8.582	119107.445312
 s232	     3.706	65536.000000
s1232	     5.302	33956.261719
 s233	    18.759	504920.187500
s2233	    13.491	337652.718750
 s235	    18.563	160024.046875
 s241	    22.017	64000.000000
 s242	     3.524	1535966208.000000
 s243	    16.936	810659.437500
 s244	    14.913	70110.828125
s1244	    13.226	108527.601562
s2244	     6.711	70110.859375
 s251	    20.999	32004.367188
s1251	    34.350	400005.843750
s2251	     8.925	2.635389
s3251	    11.149	12.595580
 s252	     4.766	63999.000000
 s253	    11.029	3200845824.000000
 s254	    15.647	32000.000000
 s255	     4.638	31953.501953
