Loop 	Time(sec) 	Checksum
 s000	     5.076	512066944.000000
 s111	     4.331	32000.410156
s1111	    13.307	16005.822266
 s112	    10.926	84644.898438
s1112	     8.268	32001.640625
 s113	    10.297	32000.640625
s1113	     5.074	32001.640625
 s114	     5.676	919.869873
 s115	    28.292	31745.953125
s1115	     8.360	0.065485
 s116	    62.404	32000.000000
 s118	     5.870	84488.515625
 s119	     9.205	86343.289062
s1119	     9.159	119107.445312
 s121	    11.572	32009.023438
 s122	     6.356	196490.187500
 s123	     5.551	32003.283203
 s124	     6.552	32001.640625
 s125	     5.593	131072.000000
 s126	     1.075	66949.914062
 s127	     9.601	32003.283203
 s128	     8.887	80000.000000
 s131	    18.769	32009.023438
 s132	    16.755	65538.562500
 s141	     6.209	32454472.000000
 s151	    30.564	32009.023438
 s152	    11.535	152207.562500
 s162	     4.963	32009.023438
 s171	     4.777	196500.265625
 s172	     6.515	196500.265625
