Loop 	Time(sec) 	Checksum
 s256	     1.216	130176.000000
 s257	     1.274	163072.000000
 s258	     0.085	14.652780
 s261	     8.681	261013.984375
 s271	    24.775	689788.562500
 s272	     1.814	64000.000000
 s273	    11.712	99055.859375
 s274	    11.488	3201031680.000000
 s275	     1.511	65536.000000
s2275	    15.138	65536.000000
 s276	    20.989	689788.562500
s1279	     1.640	689810.437500
s2710	     6.995	96003.281250
s2711	    26.887	689788.562500
s2712	    28.254	289747.562500
 s281	     6.598	32000.000000
s1281	    36.638	inf
 s291	     8.205	32000.000000
 s292	     5.522	31953.501953
 s293	     5.263	32000.000000
s2101	     0.833	1704092.000000
s2102	     6.276	256.000000
s2111	    18.201	34544940.000000
 s311	    63.331	10.950721
s31111	     9.297	10.950721
 s312	    63.418	1.030518
 s313	    31.751	1.644725
 s314	     8.204	1.000000
 s315	     1.893	54857.000000
 s316	    14.481	0.000031
