Loop 	Time(sec) 	Checksum
 s173	    18.713	32001.626953
 s174	    18.689	32001.626953
 s175	     6.382	32009.023438
 s176	     4.956	32063.902344
 s211	     9.830	63983.308594
 s212	     7.934	132018.859375
s1213	     7.310	132016.171875
 s221	     4.852	1543684096.000000
s1221	     3.404	630439296.000000
 s222	     6.889	32000.000000
 s231	     9.446	119107.445312
 s232	     3.705	65536.000000
s1232	     5.936	33956.261719
 s233	    20.748	504920.187500
s2233	    14.411	337652.718750
 s235	    20.573	160024.046875
 s241	    19.627	64000.000000
 s242	     3.525	1535966208.000000
 s243	    16.669	810659.437500
 s244	    13.743	70110.828125
s1244	    12.572	108527.601562
s2244	     6.718	70110.859375
 s251	    21.053	32004.367188
s1251	    32.466	400005.843750
s2251	     8.341	2.635389
s3251	    10.035	12.595580
 s252	     4.797	63999.000000
 s253	     9.870	3200845824.000000
 s254	    15.700	32000.000000
 s255	     4.678	31953.501953
