Loop 	Time(sec) 	Checksum
 s423	    14.297	2.736748
 s424	    14.949	822.364014
 s431	    37.400	1674287.625000
 s441	     7.744	196500.265625
 s451	     3.449	32007.896484
 s452	    17.760	32511.939453
 s453	    14.120	21.901442
 s471	     5.437	64004.925781
 s481	     6.185	196500.265625
 s491	     5.512	32001.640625
s4112	     4.681	1127128.875000
s4113	     5.313	32001.640625
s4114	     9.173	32000.000000
s4115	     6.348	1.038636
s4116	     5.078	0.753265
s4117	     5.316	32002.205078
s4121	     7.398	196500.265625
   va	    21.735	1.644725
  vag	     6.295	1.644725
  vas	     6.189	1.644725
  vif	     3.734	1.644725
  vpv	    33.789	1642244.625000
  vtv	    33.803	32000.000000
vpvtv	    18.524	689788.562500
vpvts	     3.561	175234766340096.000000
vpvpv	    18.525	1.644725
vtvtv	    18.537	32000.000000
vsumr	    63.445	10.950721
vdotr	    63.509	1.644725
 vbor	     3.042	31924.046875
