Loop 	Time(sec) 	Checksum
 s000	     5.194	512066944.000000
 s111	     4.372	32000.410156
s1111	    13.235	16005.822266
 s112	    11.191	84644.898438
s1112	     8.549	32001.640625
 s113	    10.632	32000.640625
s1113	     5.180	32001.640625
 s114	     5.707	919.869873
 s115	    28.726	31745.953125
s1115	     8.918	0.065485
 s116	    53.092	32000.000000
 s118	     6.027	84488.515625
 s119	     9.340	86343.289062
s1119	     9.199	119107.445312
 s121	    11.831	32009.023438
 s122	     6.344	196490.187500
 s123	     5.534	32003.283203
 s124	     6.564	32001.640625
 s125	     5.641	131072.000000
 s126	     1.177	66949.914062
 s127	     9.561	32003.283203
 s128	     8.794	80000.000000
 s131	    18.941	32009.023438
 s132	    17.050	65538.562500
 s141	     6.417	32454472.000000
 s151	    30.516	32009.023438
 s152	    11.555	152207.562500
 s162	     4.985	32009.023438
 s171	     5.021	196500.265625
 s172	     6.511	196500.265625
