Loop 	Time(sec) 	Checksum
 s317	   123.979	0.000000
 s319	    25.739	43.803417
s3110	     1.950	514.000000
s13110	     1.952	514.000000
s3111	     3.177	10.950721
s3112	     6.405	1.644725
s3113	     7.960	2.000000
 s321	     9.171	32000.000000
 s322	     5.997	32000.000000
 s323	     6.378	146472.437500
 s331	     1.652	32000.000000
 s341	     4.121	10.950721
 s342	     4.583	10.950721
 s343	     0.761	1567.932129
 s351	    53.100	25606707200.000000
s1351	    39.332	32008.869141
 s352	    36.806	1.644725
 s353	     7.694	3200838400.000000
 s421	    15.691	32009.023438
s1421	    14.275	16000.000000
 s422	    28.611	257.660736
