Loop 	Time(sec) 	Checksum
 s317	   123.915	0.000000
 s319	    25.698	43.803417
s3110	     1.982	514.000000
s13110	     1.981	514.000000
s3111	     3.167	10.950721
s3112	     6.413	1.644725
s3113	     8.041	2.000000
 s321	     9.156	32000.000000
 s322	     5.988	32000.000000
 s323	     6.383	146472.437500
 s331	     1.678	32000.000000
 s341	     4.157	10.950721
 s342	     4.580	10.950721
 s343	     0.916	1567.932129
 s351	    50.805	25606707200.000000
s1351	    40.130	32008.869141
 s352	    35.699	1.644725
 s353	     7.413	3200838400.000000
 s421	    15.729	32009.023438
s1421	    14.313	16000.000000
 s422	    28.721	257.660736
