Loop 	Time(sec) 	Checksum
 s256	     1.113	130176.000000
 s257	     1.175	163072.000000
 s258	     0.084	14.652780
 s261	     8.719	261013.984375
 s271	    24.717	689788.562500
 s272	     1.854	64000.000000
 s273	    12.081	99055.859375
 s274	    10.603	3201031680.000000
 s275	     1.268	65536.000000
s2275	    12.625	65536.000000
 s276	    20.984	689788.562500
s1279	     1.742	689810.437500
s2710	     6.356	96003.281250
s2711	    26.841	689788.562500
s2712	    28.163	289747.562500
 s281	     6.609	32000.000000
s1281	    36.531	inf
 s291	     8.222	32000.000000
 s292	     5.528	31953.501953
 s293	     5.341	32000.000000
s2101	     0.794	1704092.000000
s2102	     6.686	256.000000
s2111	    18.216	34544940.000000
 s311	    63.458	10.950721
s31111	     9.171	10.950721
 s312	    63.430	1.030518
 s313	    31.731	1.644725
 s314	     8.452	1.000000
 s315	     1.940	54857.000000
 s316	    14.749	0.000031
