Loop 	Time(sec) 	Checksum
 s173	    18.678	32001.626953
 s174	    18.664	32001.626953
 s175	     6.384	32009.023438
 s176	     4.957	32063.902344
 s211	    10.553	63983.308594
 s212	     9.191	132018.859375
s1213	     8.068	132016.171875
 s221	     5.442	1543684096.000000
s1221	     3.388	630439296.000000
 s222	     7.191	32000.000000
 s231	     8.492	119107.445312
 s232	     3.741	65536.000000
s1232	     5.354	33956.261719
 s233	    18.740	504920.187500
s2233	    13.405	337652.718750
 s235	    18.421	160024.046875
 s241	    22.114	64000.000000
 s242	     3.522	1535966208.000000
 s243	    16.984	810659.437500
 s244	    14.857	70110.828125
s1244	    13.799	108527.601562
s2244	     7.634	70110.859375
 s251	    21.045	32004.367188
s1251	    36.165	400005.843750
s2251	     9.514	2.635389
s3251	    11.908	12.595580
 s252	     4.755	63999.000000
 s253	    11.469	3200845824.000000
 s254	    15.670	32000.000000
 s255	     4.613	31953.501953
