Loop 	Time(sec) 	Checksum
 s317	   124.618	0.000000
 s319	    25.754	43.803417
s3110	     2.389	514.000000
s13110	     2.436	514.000000
s3111	     3.178	10.950721
s3112	     6.720	1.644725
s3113	    11.514	2.000000
 s321	     9.179	32000.000000
 s322	     5.997	32000.000000
 s323	     6.397	146472.437500
 s331	     2.757	32000.000000
 s341	     4.684	10.950721
 s342	     4.681	10.950721
 s343	     0.796	1567.932129
 s351	    43.183	25606707200.000000
s1351	    44.762	32008.869141
 s352	    30.337	1.644725
 s353	     6.376	3200838400.000000
 s421	    17.032	32009.023438
s1421	    15.218	16000.000000
 s422	    32.561	257.660736
