Loop 	Time(sec) 	Checksum
 s256	     1.109	130176.000000
 s257	     1.167	163072.000000
 s258	     0.084	14.652780
 s261	     8.694	261013.984375
 s271	    24.854	689788.562500
 s272	     1.897	64000.000000
 s273	    12.104	99055.859375
 s274	    10.499	3201031680.000000
 s275	     1.261	65536.000000
s2275	    12.522	65536.000000
 s276	    21.151	689788.562500
s1279	     1.827	689810.437500
s2710	     6.283	96003.281250
s2711	    26.913	689788.562500
s2712	    28.194	289747.562500
 s281	     6.630	32000.000000
s1281	    36.741	inf
 s291	     8.262	32000.000000
 s292	     5.594	31953.501953
 s293	     5.548	32000.000000
s2101	     0.791	1704092.000000
s2102	     7.014	256.000000
s2111	    18.205	34544940.000000
 s311	    63.426	10.950721
s31111	     9.172	10.950721
 s312	    63.453	1.030518
 s313	    31.753	1.644725
 s314	     8.596	1.000000
 s315	     1.976	54857.000000
 s316	    14.972	0.000031
