Loop 	Time(sec) 	Checksum
 s317	   124.365	0.000000
 s319	    25.737	43.803417
s3110	     2.013	514.000000
s13110	     2.016	514.000000
s3111	     3.175	10.950721
s3112	     6.481	1.644725
s3113	     8.647	2.000000
 s321	     9.169	32000.000000
 s322	     5.997	32000.000000
 s323	     6.380	146472.437500
 s331	     1.819	32000.000000
 s341	     4.257	10.950721
 s342	     4.607	10.950721
 s343	     0.827	1567.932129
 s351	    43.952	25606707200.000000
s1351	    41.047	32008.869141
 s352	    30.822	1.644725
 s353	     6.831	3200838400.000000
 s421	    15.819	32009.023438
s1421	    14.411	16000.000000
 s422	    29.188	257.660736
