Loop 	Time(sec) 	Checksum
 s173	    18.758	32001.626953
 s174	    18.726	32001.626953
 s175	     6.384	32009.023438
 s176	     4.974	32063.902344
 s211	     9.807	63983.308594
 s212	     7.938	132018.859375
s1213	     7.183	132016.171875
 s221	     4.867	1543684096.000000
s1221	     3.430	630439296.000000
 s222	     6.484	32000.000000
 s231	     9.498	119107.445312
 s232	     3.705	65536.000000
s1232	     5.794	33956.261719
 s233	    20.848	504920.187500
s2233	    14.404	337652.718750
 s235	    20.577	160024.046875
 s241	    19.350	64000.000000
 s242	     3.526	1535966208.000000
 s243	    14.858	810659.437500
 s244	    12.908	70110.828125
s1244	    12.337	108527.601562
s2244	     6.713	70110.859375
 s251	    20.849	32004.367188
s1251	    32.353	400005.843750
s2251	     8.336	2.635389
s3251	    10.008	12.595580
 s252	     4.899	63999.000000
 s253	     9.840	3200845824.000000
 s254	    15.737	32000.000000
 s255	     4.741	31953.501953
