Loop 	Time(sec) 	Checksum
 s256	     1.116	130176.000000
 s257	     1.178	163072.000000
 s258	     0.094	14.652780
 s261	     9.073	261013.984375
 s271	    24.732	689788.562500
 s272	     1.798	64000.000000
 s273	    11.937	99055.859375
 s274	    12.129	3201031680.000000
 s275	     1.265	65536.000000
s2275	    12.591	65536.000000
 s276	    21.799	689788.562500
s1279	     1.623	689810.437500
s2710	     7.397	96003.281250
s2711	    26.900	689788.562500
s2712	    28.236	289747.562500
 s281	     6.581	32000.000000
s1281	    39.926	inf
 s291	     8.169	32000.000000
 s292	     5.500	31953.501953
 s293	     5.113	32000.000000
s2101	     0.792	1704092.000000
s2102	     6.546	256.000000
s2111	    18.215	34544940.000000
 s311	    63.443	10.950721
s31111	     9.248	10.950721
 s312	    63.452	1.030518
 s313	    31.776	1.644725
 s314	     8.132	1.000000
 s315	     1.882	54857.000000
 s316	    14.431	0.000031
