Loop 	Time(sec) 	Checksum
 s317	   123.919	0.000000
 s319	    25.988	43.803417
s3110	     2.025	514.000000
s13110	     2.026	514.000000
s3111	     3.174	10.950721
s3112	     6.383	1.644725
s3113	     7.881	2.000000
 s321	     9.162	32000.000000
 s322	     5.992	32000.000000
 s323	     6.377	146472.437500
 s331	     1.633	32000.000000
 s341	     4.097	10.950721
 s342	     4.592	10.950721
 s343	     0.769	1567.932129
 s351	    55.294	25606707200.000000
s1351	    39.341	32008.869141
 s352	    37.531	1.644725
 s353	     7.866	3200838400.000000
 s421	    15.651	32009.023438
s1421	    14.274	16000.000000
 s422	    28.483	257.660736
