Loop 	Time(sec) 	Checksum
 s256	     1.135	130176.000000
 s257	     1.174	163072.000000
 s258	     0.094	14.652780
 s261	     8.663	261013.984375
 s271	    24.812	689788.562500
 s272	     1.804	64000.000000
 s273	    11.783	99055.859375
 s274	    12.034	3201031680.000000
 s275	     1.251	65536.000000
s2275	    12.499	65536.000000
 s276	    21.762	689788.562500
s1279	     1.629	689810.437500
s2710	     7.397	96003.281250
s2711	    26.916	689788.562500
s2712	    28.253	289747.562500
 s281	     6.587	32000.000000
s1281	    39.299	inf
 s291	     8.184	32000.000000
 s292	     5.514	31953.501953
 s293	     5.161	32000.000000
s2101	     0.802	1704092.000000
s2102	     5.851	256.000000
s2111	    18.205	34544940.000000
 s311	    63.405	10.950721
s31111	     9.215	10.950721
 s312	    63.380	1.030518
 s313	    31.732	1.644725
 s314	     8.141	1.000000
 s315	     1.882	54857.000000
 s316	    14.397	0.000031
