Loop 	Time(sec) 	Checksum
 s256	     1.165	130176.000000
 s257	     1.216	163072.000000
 s258	     0.083	14.652780
 s261	     8.844	261013.984375
 s271	    24.750	689788.562500
 s272	     1.998	64000.000000
 s273	    12.117	99055.859375
 s274	    10.400	3201031680.000000
 s275	     1.362	65536.000000
s2275	    13.578	65536.000000
 s276	    21.191	689788.562500
s1279	     1.991	689810.437500
s2710	     6.247	96003.281250
s2711	    26.880	689788.562500
s2712	    28.140	289747.562500
 s281	     6.725	32000.000000
s1281	    36.691	inf
 s291	     8.410	32000.000000
 s292	     5.583	31953.501953
 s293	     6.219	32000.000000
s2101	     0.806	1704092.000000
s2102	     7.736	256.000000
s2111	    18.229	34544940.000000
 s311	    63.421	10.950721
s31111	     9.174	10.950721
 s312	    63.426	1.030518
 s313	    31.749	1.644725
 s314	     9.247	1.000000
 s315	     2.106	54857.000000
 s316	    15.710	0.000031
