Loop 	Time(sec) 	Checksum
 s423	    14.357	2.736748
 s424	    14.990	822.364014
 s431	    37.578	1674287.625000
 s441	     7.983	196500.265625
 s451	     3.510	32007.896484
 s452	    18.511	32511.939453
 s453	    14.365	21.901442
 s471	     5.556	64004.925781
 s481	     6.411	196500.265625
 s491	     5.689	32001.640625
s4112	     4.714	1127128.875000
s4113	     5.342	32001.640625
s4114	     9.079	32000.000000
s4115	     6.514	1.038636
s4116	     5.280	0.753265
s4117	     5.524	32002.205078
s4121	     7.650	196500.265625
   va	    22.721	1.644725
  vag	     6.389	1.644725
  vas	     6.403	1.644725
  vif	     4.059	1.644725
  vpv	    34.417	1642244.625000
  vtv	    34.061	32000.000000
vpvtv	    18.510	689788.562500
vpvts	     3.588	175234766340096.000000
vpvpv	    18.536	1.644725
vtvtv	    18.523	32000.000000
vsumr	    63.731	10.950721
vdotr	    63.782	1.644725
 vbor	     3.061	31924.046875
