Loop 	Time(sec) 	Checksum
 s423	    14.329	2.736748
 s424	    14.955	822.364014
 s431	    37.351	1674287.625000
 s441	     7.744	196500.265625
 s451	     3.423	32007.896484
 s452	    17.771	32511.939453
 s453	    14.120	21.901442
 s471	     5.366	64004.925781
 s481	     6.199	196500.265625
 s491	     5.512	32001.640625
s4112	     4.674	1127128.875000
s4113	     5.305	32001.640625
s4114	     9.166	32000.000000
s4115	     6.351	1.038636
s4116	     5.084	0.753265
s4117	     5.327	32002.205078
s4121	     7.400	196500.265625
   va	    21.687	1.644725
  vag	     6.284	1.644725
  vas	     6.167	1.644725
  vif	     3.733	1.644725
  vpv	    33.808	1642244.625000
  vtv	    33.806	32000.000000
vpvtv	    18.537	689788.562500
vpvts	     3.560	175234766340096.000000
vpvpv	    18.533	1.644725
vtvtv	    18.475	32000.000000
vsumr	    63.435	10.950721
vdotr	    63.528	1.644725
 vbor	     3.038	31924.046875
