Loop 	Time(sec) 	Checksum
 s317	   123.746	0.000000
 s319	    26.005	43.803417
s3110	     1.944	514.000000
s13110	     1.945	514.000000
s3111	     3.173	10.950721
s3112	     6.367	1.644725
s3113	     7.866	2.000000
 s321	     9.157	32000.000000
 s322	     5.993	32000.000000
 s323	     6.375	146472.437500
 s331	     1.626	32000.000000
 s341	     4.097	10.950721
 s342	     4.600	10.950721
 s343	     0.751	1567.932129
 s351	    55.549	25606707200.000000
s1351	    39.448	32008.869141
 s352	    38.440	1.644725
 s353	     7.827	3200838400.000000
 s421	    15.668	32009.023438
s1421	    14.306	16000.000000
 s422	    28.613	257.660736
