Loop 	Time(sec) 	Checksum
 s423	    14.330	2.736748
 s424	    14.953	822.364014
 s431	    37.337	1674287.625000
 s441	     7.723	196500.265625
 s451	     3.405	32007.896484
 s452	    17.746	32511.939453
 s453	    14.124	21.901442
 s471	     5.362	64004.925781
 s481	     6.199	196500.265625
 s491	     5.486	32001.640625
s4112	     4.561	1127128.875000
s4113	     5.188	32001.640625
s4114	     8.837	32000.000000
s4115	     6.347	1.038636
s4116	     5.117	0.753265
s4117	     5.309	32002.205078
s4121	     7.388	196500.265625
   va	    21.599	1.644725
  vag	     6.168	1.644725
  vas	     6.125	1.644725
  vif	     3.727	1.644725
  vpv	    33.754	1642244.625000
  vtv	    33.773	32000.000000
vpvtv	    18.453	689788.562500
vpvts	     3.556	175234766340096.000000
vpvpv	    18.453	1.644725
vtvtv	    18.436	32000.000000
vsumr	    63.486	10.950721
vdotr	    63.546	1.644725
 vbor	     3.050	31924.046875
