Loop 	Time(sec) 	Checksum
 s423	    14.667	2.736748
 s424	    15.187	822.364014
 s431	    37.870	1674287.625000
 s441	     7.714	196500.265625
 s451	     3.308	32007.896484
 s452	    17.948	32511.939453
 s453	    14.121	21.901442
 s471	     5.367	64004.925781
 s481	     6.200	196500.265625
 s491	     5.519	32001.640625
s4112	     4.678	1127128.875000
s4113	     5.281	32001.640625
s4114	     8.986	32000.000000
s4115	     6.358	1.038636
s4116	     5.082	0.753265
s4117	     5.371	32002.205078
s4121	     7.502	196500.265625
   va	    22.733	1.644725
  vag	     6.385	1.644725
  vas	     6.350	1.644725
  vif	     3.789	1.644725
  vpv	    34.489	1642244.625000
  vtv	    34.500	32000.000000
vpvtv	    18.523	689788.562500
vpvts	     3.631	175234766340096.000000
vpvpv	    18.510	1.644725
vtvtv	    18.514	32000.000000
vsumr	    63.463	10.950721
vdotr	    63.503	1.644725
 vbor	     3.065	31924.046875
