Loop 	Time(sec) 	Checksum
 s256	     1.101	130176.000000
 s257	     1.169	163072.000000
 s258	     0.083	14.652780
 s261	     8.757	261013.984375
 s271	    24.789	689788.562500
 s272	     1.869	64000.000000
 s273	    12.048	99055.859375
 s274	    10.612	3201031680.000000
 s275	     1.267	65536.000000
s2275	    12.599	65536.000000
 s276	    21.030	689788.562500
s1279	     1.785	689810.437500
s2710	     6.324	96003.281250
s2711	    26.904	689788.562500
s2712	    28.215	289747.562500
 s281	     6.626	32000.000000
s1281	    36.729	inf
 s291	     8.387	32000.000000
 s292	     5.561	31953.501953
 s293	     5.497	32000.000000
s2101	     0.776	1704092.000000
s2102	     6.875	256.000000
s2111	    18.222	34544940.000000
 s311	    63.457	10.950721
s31111	     9.421	10.950721
 s312	    63.487	1.030518
 s313	    31.764	1.644725
 s314	     8.540	1.000000
 s315	     1.956	54857.000000
 s316	    14.852	0.000031
