Loop 	Time(sec) 	Checksum
 s423	    14.304	2.736748
 s424	    14.995	822.364014
 s431	    37.242	1674287.625000
 s441	     8.156	196500.265625
 s451	     3.483	32007.896484
 s452	    17.710	32511.939453
 s453	    14.078	21.901442
 s471	     6.024	64004.925781
 s481	     6.191	196500.265625
 s491	     5.512	32001.640625
s4112	     4.583	1127128.875000
s4113	     5.175	32001.640625
s4114	     9.472	32000.000000
s4115	     6.356	1.038636
s4116	     5.133	0.753265
s4117	     5.307	32002.205078
s4121	     7.357	196500.265625
   va	    21.498	1.644725
  vag	     6.156	1.644725
  vas	     6.141	1.644725
  vif	     3.720	1.644725
  vpv	    33.728	1642244.625000
  vtv	    33.676	32000.000000
vpvtv	    18.483	689788.562500
vpvts	     3.548	175234766340096.000000
vpvpv	    18.480	1.644725
vtvtv	    18.499	32000.000000
vsumr	    63.399	10.950721
vdotr	    63.538	1.644725
 vbor	     3.051	31924.046875
