Loop 	Time(sec) 	Checksum
 s317	   124.192	0.000000
 s319	    25.742	43.803417
s3110	     2.056	514.000000
s13110	     2.076	514.000000
s3111	     3.176	10.950721
s3112	     6.538	1.644725
s3113	     9.295	2.000000
 s321	     9.159	32000.000000
 s322	     5.988	32000.000000
 s323	     6.382	146472.437500
 s331	     1.949	32000.000000
 s341	     4.364	10.950721
 s342	     4.592	10.950721
 s343	     0.820	1567.932129
 s351	    43.708	25606707200.000000
s1351	    41.765	32008.869141
 s352	    30.709	1.644725
 s353	     6.462	3200838400.000000
 s421	    16.181	32009.023438
s1421	    14.720	16000.000000
 s422	    29.995	257.660736
