Loop 	Time(sec) 	Checksum
 s000	     5.035	512066944.000000
 s111	     4.343	32000.410156
s1111	    15.364	16005.822266
 s112	    10.743	84644.898438
s1112	     8.098	32001.640625
 s113	    10.047	32000.640625
s1113	     4.996	32001.640625
 s114	     6.170	919.869873
 s115	    32.245	31745.953125
s1115	     9.081	0.065485
 s116	    67.040	32000.000000
 s118	     6.140	84488.515625
 s119	     9.435	86343.289062
s1119	     9.554	119107.445312
 s121	    11.384	32009.023438
 s122	     6.366	196490.187500
 s123	     6.454	32003.283203
 s124	     7.353	32001.640625
 s125	     6.220	131072.000000
 s126	     1.153	66949.914062
 s127	    10.570	32003.283203
 s128	     9.504	80000.000000
 s131	    18.631	32009.023438
 s132	    18.387	65538.562500
 s141	     6.827	32454472.000000
 s151	    30.500	32009.023438
 s152	    11.563	152207.562500
 s162	     5.012	32009.023438
 s171	     4.571	196500.265625
 s172	     6.528	196500.265625
