Loop 	Time(sec) 	Checksum
 s000	     5.181	512066944.000000
 s111	     4.422	32000.410156
s1111	    15.787	16005.822266
 s112	    11.322	84644.898438
s1112	     8.528	32001.640625
 s113	    10.642	32000.640625
s1113	     5.224	32001.640625
 s114	     5.885	919.869873
 s115	    30.729	31745.953125
s1115	     8.726	0.065485
 s116	    70.238	32000.000000
 s118	     6.290	84488.515625
 s119	     9.525	86343.289062
s1119	     9.447	119107.445312
 s121	    11.820	32009.023438
 s122	     6.451	196490.187500
 s123	     6.657	32003.283203
 s124	     6.807	32001.640625
 s125	     5.943	131072.000000
 s126	     1.133	66949.914062
 s127	    10.555	32003.283203
 s128	     9.752	80000.000000
 s131	    19.207	32009.023438
 s132	    16.944	65538.562500
 s141	     6.366	32454472.000000
 s151	    30.718	32009.023438
 s152	    11.626	152207.562500
 s162	     5.061	32009.023438
 s171	     4.642	196500.265625
 s172	     6.605	196500.265625
