Loop 	Time(sec) 	Checksum
 s256	     1.161	130176.000000
 s257	     1.213	163072.000000
 s258	     0.096	14.652780
 s261	     9.499	261013.984375
 s271	    26.559	689788.562500
 s272	     1.788	64000.000000
 s273	    12.936	99055.859375
 s274	    12.453	3201031680.000000
 s275	     1.335	65536.000000
s2275	    13.353	65536.000000
 s276	    24.897	689788.562500
s1279	     1.613	689810.437500
s2710	     7.727	96003.281250
s2711	    29.592	689788.562500
s2712	    30.766	289747.562500
 s281	     7.369	32000.000000
s1281	    41.605	inf
 s291	     8.216	32000.000000
 s292	     5.500	31953.501953
 s293	     5.057	32000.000000
s2101	     0.810	1704092.000000
s2102	     6.371	256.000000
s2111	    18.231	34544940.000000
 s311	    63.440	10.950721
s31111	     9.227	10.950721
 s312	    63.401	1.030518
 s313	    31.748	1.644725
 s314	     8.063	1.000000
 s315	     1.868	54857.000000
 s316	    14.330	0.000031
