Loop 	Time(sec) 	Checksum
 s000	     5.165	512066944.000000
 s111	     4.545	32000.410156
s1111	    15.396	16005.822266
 s112	    10.835	84644.898438
s1112	     8.101	32001.640625
 s113	    10.104	32000.640625
s1113	     5.018	32001.640625
 s114	     5.809	919.869873
 s115	    28.975	31745.953125
s1115	     8.349	0.065485
 s116	    67.173	32000.000000
 s118	     6.053	84488.515625
 s119	     9.570	86343.289062
s1119	     9.417	119107.445312
 s121	    11.750	32009.023438
 s122	     6.584	196490.187500
 s123	     6.238	32003.283203
 s124	     6.596	32001.640625
 s125	     5.588	131072.000000
 s126	     1.079	66949.914062
 s127	    10.251	32003.283203
 s128	     9.408	80000.000000
 s131	    18.660	32009.023438
 s132	    16.777	65538.562500
 s141	     6.432	32454472.000000
 s151	    31.001	32009.023438
 s152	    11.924	152207.562500
 s162	     5.157	32009.023438
 s171	     4.646	196500.265625
 s172	     6.509	196500.265625
