Loop 	Time(sec) 	Checksum
 s173	    18.691	32001.626953
 s174	    18.680	32001.626953
 s175	     6.377	32009.023438
 s176	     4.953	32063.902344
 s211	     9.824	63983.308594
 s212	     7.933	132018.859375
s1213	     7.290	132016.171875
 s221	     4.872	1543684096.000000
s1221	     3.407	630439296.000000
 s222	     6.820	32000.000000
 s231	     8.735	119107.445312
 s232	     3.721	65536.000000
s1232	     5.345	33956.261719
 s233	    18.983	504920.187500
s2233	    13.565	337652.718750
 s235	    18.834	160024.046875
 s241	    19.497	64000.000000
 s242	     3.526	1535966208.000000
 s243	    16.789	810659.437500
 s244	    13.182	70110.828125
s1244	    12.994	108527.601562
s2244	     6.711	70110.859375
 s251	    20.932	32004.367188
s1251	    32.425	400005.843750
s2251	     8.343	2.635389
s3251	    10.030	12.595580
 s252	     4.805	63999.000000
 s253	     9.858	3200845824.000000
 s254	    15.682	32000.000000
 s255	     4.686	31953.501953
