Loop 	Time(sec) 	Checksum
 s256	     1.211	130176.000000
 s257	     1.239	163072.000000
 s258	     0.098	14.652780
 s261	    10.194	261013.984375
 s271	    24.773	689788.562500
 s272	     1.792	64000.000000
 s273	    12.352	99055.859375
 s274	    12.469	3201031680.000000
 s275	     1.262	65536.000000
s2275	    12.577	65536.000000
 s276	    24.319	689788.562500
s1279	     1.617	689810.437500
s2710	     7.565	96003.281250
s2711	    28.531	689788.562500
s2712	    31.531	289747.562500
 s281	     7.256	32000.000000
s1281	    40.916	inf
 s291	     8.229	32000.000000
 s292	     5.497	31953.501953
 s293	     5.081	32000.000000
s2101	     0.833	1704092.000000
s2102	     6.046	256.000000
s2111	    18.214	34544940.000000
 s311	    63.406	10.950721
s31111	     9.303	10.950721
 s312	    63.411	1.030518
 s313	    31.755	1.644725
 s314	     8.082	1.000000
 s315	     1.872	54857.000000
 s316	    14.353	0.000031
