papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_7_2.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 8947
Session id                    : 26828
Parent process id             : 8946
Num. of threads               : 1
Start                         : Fri Nov 15 02:11:03 2019
Finish                        : Fri Nov 15 02:18:26 2019
7672             [PROCESS] Memory resident max KB
268              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
460              [PROCESS] Memory stack (at exit) KB
4088             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
443033264        [PROCESS] Wallclock usecs
443032767        Real usecs
1414171385782    Real cycles
443031057        Virtual usecs
2037942857600    Virtual cycles
5355647356295    PAPI_TOT_INS
1956873637739    PAPI_LST_INS
172570387176     PAPI_BR_INS
1629842879003    PAPI_LD_INS
327030758736     PAPI_SR_INS
2008038392966    PAPI_TOT_CYC
569679169635     PAPI_RES_STL
42520717778      PAPI_L1_DCM
3327844          PAPI_L1_ICM
65520            PAPI_TLB_DM
1118843          PAPI_TLB_IM
71930351478      PAPI_L2_DCM
2789489          PAPI_L2_ICM
499318009        PAPI_STL_ICY
891676687913     PAPI_FUL_ICY
156520772072     PAPI_BR_CN
29925627         PAPI_BR_MSP
17153859205      PAPI_L2_DCA
3327844          PAPI_L2_ICA

1                [LABEL] s256
1                [s256] Measurements
3752592797       [s256] Real cycles
12366314439      [s256] PAPI_TOT_INS
3985174452       [s256] PAPI_LST_INS
45515315         [s256] PAPI_BR_INS
3430311445       [s256] PAPI_LD_INS
554863007        [s256] PAPI_SR_INS
5324477023       [s256] PAPI_TOT_CYC
1896432899       [s256] PAPI_RES_STL
523862125        [s256] PAPI_L1_DCM
19218            [s256] PAPI_L1_ICM
18               [s256] PAPI_TLB_DM
841              [s256] PAPI_TLB_IM
1659028523       [s256] PAPI_L2_DCM
22504            [s256] PAPI_L2_ICM
3433777          [s256] PAPI_STL_ICY
2163653309       [s256] PAPI_FUL_ICY
42002383         [s256] PAPI_BR_CN
998502           [s256] PAPI_BR_MSP
521479447        [s256] PAPI_L2_DCA
19218            [s256] PAPI_L2_ICA

2                [LABEL] s257
1                [s257] Measurements
4022969402       [s257] Real cycles
12307359839      [s257] PAPI_TOT_INS
3983387048       [s257] PAPI_LST_INS
45149540         [s257] PAPI_BR_INS
3428632157       [s257] PAPI_LD_INS
554754891        [s257] PAPI_SR_INS
5702442161       [s257] PAPI_TOT_CYC
2305284631       [s257] PAPI_RES_STL
514488325        [s257] PAPI_L1_DCM
7190             [s257] PAPI_L1_ICM
0                [s257] PAPI_TLB_DM
511              [s257] PAPI_TLB_IM
1602901548       [s257] PAPI_L2_DCM
8326             [s257] PAPI_L2_ICM
2663773          [s257] PAPI_STL_ICY
2076930097       [s257] PAPI_FUL_ICY
42687475         [s257] PAPI_BR_CN
1079266          [s257] PAPI_BR_MSP
509619957        [s257] PAPI_L2_DCA
7190             [s257] PAPI_L2_ICA

3                [LABEL] s258
1                [s258] Measurements
267590692        [s258] Real cycles
1439092158       [s258] PAPI_TOT_INS
538543932        [s258] PAPI_LST_INS
37365421         [s258] PAPI_BR_INS
449793888        [s258] PAPI_LD_INS
88750044         [s258] PAPI_SR_INS
382671577        [s258] PAPI_TOT_CYC
-41479987        [s258] PAPI_RES_STL
-2160641         [s258] PAPI_L1_DCM
623              [s258] PAPI_L1_ICM
0                [s258] PAPI_TLB_DM
22               [s258] PAPI_TLB_IM
6854100          [s258] PAPI_L2_DCM
210              [s258] PAPI_L2_ICM
61602            [s258] PAPI_STL_ICY
228064970        [s258] PAPI_FUL_ICY
27574820         [s258] PAPI_BR_CN
4589             [s258] PAPI_BR_MSP
2167201          [s258] PAPI_L2_DCA
623              [s258] PAPI_L2_ICA

4                [LABEL] s261
1                [s261] Measurements
27945619351      [s261] Real cycles
155113458918     [s261] PAPI_TOT_INS
59343547775      [s261] PAPI_LST_INS
458573535        [s261] PAPI_BR_INS
46128025106      [s261] PAPI_LD_INS
13215522669      [s261] PAPI_SR_INS
39720358624      [s261] PAPI_TOT_CYC
231867529        [s261] PAPI_RES_STL
793901476        [s261] PAPI_L1_DCM
96890            [s261] PAPI_L1_ICM
227              [s261] PAPI_TLB_DM
2892             [s261] PAPI_TLB_IM
1583793340       [s261] PAPI_L2_DCM
91629            [s261] PAPI_L2_ICM
15220368         [s261] PAPI_STL_ICY
